cand_id,country,endYear,name,startYear
1026,AU,Present,b'Swinburne University of Technology',
1026,AU,Present,b'Yarra Valley Grammar School',
1026,AU,2012,b'Swinburne University of Technology',2008
1027,AU,Present,b'TAFE NSW',
1027,AU,2004,b'Cherrybrook Technology High School',1998
1027,AU,2012,b'TAFE',2012
1028,AU,Present,b'Charles Sturt University',
1028,AU,2007,b'Charles Sturt University',2005
1029,CA,Present,b'York University',
1029,CA,Present,b'Seneca College',
1029,CA,Present,b'Humber College',
1029,CA,2007,b'York University',2003
1029,CA,2011,b'Humber College',2009
1029,CA,2007,b'Seneca College',2006
1030,CO,Present,b'Polit\xc3\x83\xc2\xa9cnico Grancolombiano',
1030,CO,2005,b'Polit\xc3\x83\xc2\xa9cnico Grancolombiano',2000
1031,AU,Present,b'Macquarie University',
1031,AU,2013,b'Macquarie University',2010
1031,AU,2008,b'Turramurra High School',2003
1032,FR,Present,b'EM Strasbourg Business School',
1032,AU,Present,"b'Macquarie University, Sydney'",
1033,AU,Present,b'Western Sydney University',
1033,AU,2004,b'University of Western Sydney',2001
1034,AU,Present,b'Western Sydney University',
1034,AU,2008,b'Western Sydney University',2005
1034,AU,Present,b'The Laugh Garage',
1035,US,Present,b'SAB Law',
1035,AU,Present,b'North Sydney Girls High',
1036,GB,Present,b'Northumbria University',
1036,AU,Present,b'RMIT University',
1036,GB,2010,b'Northumbria University',2010
1036,AU,2011,b'RMIT University',2009
1037,AU,Present,b'Trinity Grammar',
1038,GB,2001,b'St Bedes College',1996
1039,GB,2001,b'Imberhorne',1997
1039,GB,2005,b'Haywards Heath College',2003
1040,AU,Present,b'Western Sydney University',
1040,AU,2012,b'University of Western Sydney',2009
1041,AU,Present,b'University of Wollongong',
1041,AU,2008,b'University of Wollongong',2005
1041,AU,Present,b'The Illawarra Grammar School',
1042,PH,Present,"b'New Era University, Quezon City'",
1042,PH,Present,b'Colegio de San Juan de Letran',
1042,PH,1996,"b'New Era University, Quezon City'",1992
1042,US,1992,b'Saint Benedict Academy',1986
1042,PH,2000,b'Colegio de San Juan de Letran',1996
1043,AU,Present,b'Bond University',
1043,AU,Present,b'Bond University',
1044,AU,1991,b'Macleay College',1991
1044,AU,1990,b'Pymble Ladies College',1980
1045,AU,Present,b'University of Sydney',
1045,ES,Present,b'Universidad Carlos III de Madrid',
1045,AU,Present,b'UNSW',
1045,ES,2013,b'Universidad Carlos III de Madrid',2012
1045,AU,2016,b'University of Sydney',2016
1045,AU,2014,b'University of New South Wales',2009
1046,AU,Present,b'La Trobe University',
1046,AU,Present,b'The Scots College',
1046,AU,2012,b'La Trobe University',
1047,AU,Present,b'University of Sydney',
1047,AU,Present,b'University of Sydney',
1049,CA,Present,b'University of Ottawa',
1049,FR,Present,b'NEOMA Business School',
1049,CA,2010,b'University of Ottawa',2010
1049,FR,2010,b'NEOMA Business School',2007
1051,AU,2011,b'University of Wollongong',2006
1051,AU,2011,b'University of Wollongong',2006
1053,AU,Present,b'Swinburne University of Technology',
1053,AU,Present,b'Swinburne University of Technology',
1056,GB,Present,b'Falmouth University',
1056,GB,2011,b'University College Falmouth',2008
1057,AU,Present,b'Western Sydney University',
1057,AU,2011,b'University of Western Sydney',2008
1057,AU,Present,b'Santa Sabina College',
1059,AU,2012,b'University of Wollongong',2009
1060,AU,2012,b'Barker College',
1061,AU,Present,b'Macleay College',
1061,AU,Present,b'Southern Cross University',
1061,AU,2010,b'Macleay College',2009
1061,AU,2011,b'Southern Cross University',2009
1062,AU,Present,b'University of Sydney',
1062,AU,Present,b'UNSW',
1062,AU,2005,b'UNSW',2005
1062,AU,2004,b'University of Sydney',2004
1062,AU,2004,b'University of New South Wales',2001
1063,AU,Present,b'University of Melbourne',
1063,AU,2009,b'University of Melbourne',2004
1064,US,Present,b'University of Washington',
1064,AU,Present,b'The Australian National University',
1064,US,2009,b'University of Washington',2009
1064,AU,2010,b'The Australian National University',2007
1065,AU,Present,b'Box Hill Institute',
1065,AU,Present,b'Swinburne University of Technology',
1065,AU,2012,b'Real Estate Institute of Victoria',2012
1065,AU,2012,b'Swinburne University of Technology',2009
1065,AU,2012,b'Box Hill Institute',2012
1066,AU,2009,b'Fort Street High School',2004
1066,AU,2013,b'University of New South Wales',2010
1067,AU,Present,b'Macleay College',
1068,AU,Present,b'The University of Notre Dame Australia',
1068,AU,Present,b'University of Notre Dame Australia',
1068,AU,Present,b'Sydney Conservatorium Music',
1068,AU,Present,b'WAAPA',
1069,NZ,Present,b'Otago Polytechnic',
1069,NZ,2010,b'Otago Polytechnic',2008
1069,NZ,Present,b'Rotorua Boys High School',
1070,AU,Present,b'Federation University Australia',
1070,AU,2007,b'University of Ballarat',2003
1071,AU,2010,b'University of Southern Queensland',2006
1073,GB,1996,b'Headlands school',1990
1074,GB,Present,b'Oathall Community College',
1075,AU,Present,b'St. Spyridon College',
1076,AU,Present,b'TAFE NSW',
1076,AU,2000,b'TAFE NSW',1998
1077,AU,Present,b'TAFE NSW',
1077,AU,2004,b'TAFE NSW',2002
1078,AU,Present,b'University of Canberra',
1078,AU,2008,b'University of Canberra',2005
1078,AU,2008,b'University of Canberra',2005
1079,AU,Present,b'University of Wollongong',
1079,AU,2007,b'University of Wollongong',
1079,,2003,b'Komae High School (Japanese Exchange Program)',2003
1080,AU,Present,b'Macquarie University',
1080,AU,2012,b'Macquarie University',2010
1080,AU,2009,b'Cherrybrook Technology High School',2004
1081,AU,Present,b'TAFE NSW Northern Sydney',
1081,US,2003,b'Christian Brothers High Scool',1996
1081,AU,2006,b'The Northern Sydney Institute - TAFE NSW',2005
1082,BR,Present,b'FGV - Funda\xc3\x83\xc2\xa7\xc3\x83\xc2\xa3o Getulio Vargas',
1082,BR,Present,b'Pontif\xc3\x83\xc2\xadcia Universidade Cat\xc3\x83\xc2\xb3lica do Rio de Janeiro',
1082,BR,2011,b'Pontif\xc3\x83\xc2\xadcia Universidade Cat\xc3\x83\xc2\xb3lica do Rio de Janeiro',2007
1082,BR,2015,b'Funda\xc3\x83\xc2\xa7\xc3\x83\xc2\xa3o Getulio Vargas',2014
1082,AU,2016,b'MnM Institute (Sydney)',2015
1083,AU,Present,b'UNSW',
1083,US,2014,b'General Assembley',2014
1083,AU,2005,b'University of New South Wales',2002
1083,US,2010,b'Shillington College',2010
1084,AU,2004,b'Enmore Design Centre',2002
1085,AU,2010,b'North Sydney Institute of Tafe                                               North Sydney Institute of Tafe',2008
1085,AU,2010,b'Hornsby Tafe',2008
1085,AU,2010,b'Hornsby Tafe',2010
1086,SG,2007,b'KvB Raffles Institute of Design',2004
1087,AU,Present,b'Tractor Design School',
1087,AU,2016,b'Tractor Design School',2016
1087,,Present,b'Raffles College of Design and Commerce (formerly KvB Institute of Technology)',
1088,GB,Present,b'The University of Manchester',
1088,US,2011,b'Manchester University',2009
1088,GB,2005,b'Macclesfield College of Arts',2003
1089,AU,Present,b'Academy Xi',
1089,AU,2016,b'Academy Xi',2016
1089,US,2015,b'The School',2015
1089,US,2013,b'AWARD School',2013
1091,AU,Present,b'Swinburne University of Technology',
1091,AU,1991,b'Swinburne University of Technology',1989
1092,AU,Present,b'The Australian National University',
1092,AU,2005,b'The Australian National University',2003
1092,AU,Present,b'Daramallan College',
1093,AU,Present,b'University of Technology Sydney',
1093,AU,2009,b'Australian Film Television & Radio School',2009
1093,AU,2004,"b'University of Technology, Sydney'",2000
1094,AU,Present,b'University of Technology Sydney',
1094,AU,2008,"b'University of Technology, Sydney'",2005
1095,FR,Present,"b""LISAA - L'Institut Sup\xc3\x83\xc2\xa9rieur des Arts Appliqu\xc3\x83\xc2\xa9s.""",
1095,FR,Present,"b""L'Ecole de design Nantes Atlantique""",
1095,FR,2010,"b""L'Ecole de design Nantes Atlantique""",2009
1095,FR,2008,"b""LISAA - L'Institut Sup\xc3\x83\xc2\xa9rieur des Arts Appliqu\xc3\x83\xc2\xa9s.""",2005
1096,AU,Present,b'Western Sydney University',
1096,AU,2013,b'University of Western Sydney',2010
1096,AU,2009,b'St Marys Senior High School',2008
1097,AU,Present,b'RMIT University',
1097,AU,Present,b'Swinburne University of Technology',
1097,AU,2004,b'RMIT University',2001
1097,AU,2006,b'Swinburne University of Technology',2005
1098,AU,2010,b'Curtin University',2007
1099,AU,2012,b'Design Centre Enmore',2010
1099,AU,2009,b'Ultimo TAFE',2009
1100,ZA,2002,b'Maritzburg College',1998
1100,IT,Present,b'None',
1101,US,2009,b'American Business School',2005
1102,FR,Present,b'IPAG Business School',
1102,FR,2004,b'IPAG',2000
1102,FR,2000,b'Lyc\xc3\x83\xc2\xa9e Le Corbusier',1997
1103,IN,Present,b'University of Mumbai',
1103,AE,2010,b'Alliance Fran\xc3\x83\xc2\xa7aise de Dubai',2010
1103,IN,2004,b'University of Mumbai',2000
1103,IN,2000,"b'G. N. Khalsa College of Science, Commerce and Arts'",1998
1104,AU,Present,b'University of Technology Sydney',
1104,AU,2009,b'University of Technology Sydney',2007
1105,AU,Present,b'Victoria University',
1105,AU,2008,b'Mary MacKillop CRC',2003
1105,AU,2013,b'Victoria University',2010
1107,AU,1998,b'Chisholm Institute of TAFE',1997
1108,AU,Present,b'RMIT University',
1108,AU,Present,b'Kilvington Grammar School',
1108,AU,2011,b'RMIT University',2009
1109,AU,Present,b'Western Sydney University',
1109,AU,2010,b'University of Western Sydney',2008
1111,AU,2006,b'Ryde Secondary College',2004
1111,AU,2019,b'Macquarie Mandarin',2017
1112,AU,Present,b'University of Technology Sydney',
1112,AU,2013,"b'University of Technology, Sydney'",2009
1113,UA,Present,b'Kiev',
1115,AU,Present,b'University of Southern Queensland',
1115,AU,Present,b'Australian Institute of Company Directors',
1115,US,Present,b'General Assembly',
1115,AU,2016,b'Australian Institute of Company Directors',2016
1115,US,2016,b'General Assembly',2016
1115,AU,Present,b'University of Southern Queensland',
1116,AU,2005,b'Gymea High School',2000
1117,FI,2001,b'Mikkeli Vocational School Of Business',1998
1117,AU,Present,b'Bridge Buisness College',
1117,FI,Present,b'Tanhuvaara Sports Institute',
1118,AU,Present,b'Galston High School',
1121,AU,2006,b'Whitehouse Institute of Design',2005
1121,AU,2002,"b'St Patricks College, Campbelltown'",1997
1124,AU,2010,b'RMIT',2008
1125,AU,2014,b'Australian Pacific College',2013
1125,AU,2016,b'Australian Pacific College',2015
1125,AU,2015,b'Australian Pacifique College',2015
1126,AU,Present,b'UNSW',
1126,US,2013,b'General Assembly',2013
1126,AU,2009,b'University of New South Wales',2006
1127,AU,Present,b'University of Newcastle',
1127,AU,Present,b'Charles Sturt University',
1127,AU,2007,b'University of Newcastle',2002
1127,AU,2015,b'Charles Sturt University',2007
1128,AU,Present,b'Ryde TAFE',
1128,AU,Present,b'Meadowbank TAFE',
1129,AU,Present,b'Western Sydney University',
1129,AU,2008,b'University of Western Sydney',2007
1129,AU,2012,b'HBA Consulting',2012
1129,US,2011,b'Kaplan Professional',2011
1130,AU,Present,b'University of Technology Sydney',
1130,AU,2012,"b'University of Technology, Sydney'",2010
1130,AU,2009,b'Cecil Hills High School',2004
1132,AU,Present,b'The University of Notre Dame Australia',
1132,AU,2010,b'University of Notre Dame Australia',2008
1132,IN,2006,b'Stella Maris College',2001
1134,AU,2014,b'Granville tafe',2012
1135,GB,Present,b'University of the West of England',
1135,FR,Present,b'HEC Paris',
1135,GB,1997,b'University of the West of England',1994
1135,GB,1994,b'Merchiston Castle School',1987
1135,FR,2014,b'HEC Paris',2014
1136,US,1997,b'Mechanical Engineering',1993
1137,AU,Present,b'RMIT University',
1137,AU,1988,b'RMIT University',1984
1138,AU,Present,b'TAFE NSW',
1138,AU,2011,b'Ultimo TAFE',2011
1138,AU,2000,b'TAFE NSW',2000
1138,AU,2012,b'Ultimo TAFE',2012
1144,US,Present,b'Texas State University',
1144,US,Present,b'Vanderbilt University',
1144,US,1997,b'Vanderbilt University',1995
1144,US,1993,b'Texas State University',1991
1145,AU,Present,b'University of Sydney',
1145,CA,2010,b'Social Media Academy',2010
1145,US,1990,b'APICS',1987
1145,AU,1976,b'University of Sydney',1973
1152,GB,Present,b'Nottingham Trent University',
1152,GB,Present,b'Norwich School',
1152,GB,2004,b'Nottingham Trent University',2000
1153,AU,Present,b'SWANSON STREET PRIMARY SCHOOL. GEELONG',
1153,,Present,b'JAMES HARRISON COLLEGE. GEELONG',
1154,AU,Present,b'Australian Graduate School of Management',
1154,AU,2008,b'Australian Graduate School of Management',2005
1155,AU,Present,b'AICD',
1158,AU,Present,b'UNSW',
1158,AU,1985,b'UNSW',1983
1158,AU,1981,b'Sydney Church of England Grammar School',1972
1159,AU,Present,b'University of South Australia',
1159,AU,1993,b'University of South Australia',1990
1160,AU,Present,b'University of Newcastle',
1160,AU,Present,b'University of Newcastle',
1161,AU,Present,b'CQUniversity',
1161,AU,Present,b'Central Queensland University',
1162,AU,1999,b'University of Western Sydney - Nepean',1996
1164,AU,Present,b'UNSW',
1164,AU,Present,b'Curtin University',
1164,AU,1992,b'University of New South Wales',1990
1164,AU,1999,b'North Sydney TAFE',1997
1164,AU,2012,b'Curtin University of Technology',2011
1165,AU,Present,b'QUT (Queensland University of Technology)',
1165,AU,2004,b'QUT',2000
1166,AU,Present,b'Swinburne University of Technology',
1166,AU,2005,b'Swinburne University of Technology',2002
1168,AU,2004,b'Central Queensland University',2001
1168,AU,2007,"b'University of Technology, Sydney'",2005
1168,US,2015,b'General Assembly',2014
1169,US,1996,b'Cooper School',1991
1169,GB,1999,b'North Oxfordshire School of Art',1996
1170,BR,2005,b'UniCeub',2003
1170,AU,2012,b'Billy Blue College of Design',2009
1171,AU,Present,b'University of Technology Sydney',
1171,AU,Present,b'UNSW',
1171,AU,2004,"b'University of Technology, Sydney'",2004
1171,AU,2003,b'University of New South Wales',2001
1172,SG,Present,b'James Cook University',
1172,SG,2007,b'James Cook University',2005
1173,GB,1999,b'University College Suffolk',1996
1173,GB,1999,b'University College Suffolk',1996
1174,AU,Present,b'University of Sydney',
1174,AU,Present,b'Billy Blue College of Design',
1174,AU,Present,b'Charles Sturt University',
1174,AU,2011,b'Charles Sturt University',2008
1174,AU,2002,b'University of Sydney',2000
1174,AU,2015,b'Billy Blue College of Design',2015
1181,AU,Present,b'University of Sydney',
1181,AU,2004,b'University of Sydney',2001
1182,AU,Present,b'TAFE NSW Higher Education',
1182,AU,Present,b'UNSW',
1182,AU,2010,b'Dynamic Web Training',2010
1182,AU,2003,b'TAFE NSW Higher Education',2003
1182,AU,2004,b'University of New South Wales',2004
1184,AU,Present,b'University of Sydney',
1184,US,2006,b'Academy of Information Technology',2006
1184,AU,2008,b'University of Sydney',2007
1184,US,2005,b'Academy of Information Technology',2005
1185,US,Present,b'Hawaii Pacific University',
1185,AU,Present,b'TAFE NSW',
1185,AU,Present,b'Bond University',
1185,AU,Present,b'TAFE NSW',
1185,AU,2010,b'Bond University',2008
1185,US,2009,b'Hawaii Pacific University',2009
1185,US,Present,b'Hawaii Pacific University',
1185,AU,Present,b'TAFE NSW',
1185,AU,Present,b'Bond University',
1185,AU,Present,b'TAFE NSW',
1185,AU,2010,b'Bond University',2008
1185,US,2009,b'Hawaii Pacific University',2009
1187,US,1996,b'Mitchell High School',1991
1187,AU,2003,"b'Sydney College of the Arts, Sydney University'",1997
1188,AU,Present,b'The University of Queensland',
1188,AU,2009,"b""St Rita's College""",2004
1188,AU,2012,b'The University of Queensland',2010
1188,AU,2014,b'Queensland College of Art',2012
1189,FR,2011,"b'University of Strasbourg, France'",2009
1189,MX,2009,"b'Benem\xc3\x83\xc2\xa9rita Universidad Aut\xc3\x83\xc2\xb3noma de Puebla, Mexico'",2008
1189,FR,2010,b'Universit\xc3\x83\xc2\xa9 de Lille III',2009
1190,AU,Present,b'Tractor Design School',
1190,AU,2016,b'Tractor Design School',2016
1190,AU,Present,b'Martin College Sydney',
1195,AU,Present,b'University of Melbourne',
1195,AU,1998,b'University of Melbourne',1994
1198,AU,Present,b'Charles Darwin University',
1198,AU,2011,"b'Northern Shore Institute, Tafe'",2010
1198,AU,2002,b'Charles Darwin University',1999
1198,AU,2010,"b'Northern Shore Institute, Tafe'",2010
1199,AU,Present,b'TAFE NSW',
1199,AU,2006,b'TAFE NSW',2005
1200,AU,Present,b'Western Sydney University',
1200,AU,2006,b'University of Western Sydney',2003
1201,AU,Present,b'University of Technology Sydney',
1201,US,Present,b'General Assembly',
1201,AU,2016,b'BWD Creative',2016
1201,US,2016,b'General Assembly',2016
1201,AU,2015,"b'University of Technology, Sydney'",2012
1202,AU,Present,b'TAFE NSW',
1202,US,Present,b'General Assembly',
1202,AU,2004,b'TAFE NSW',2002
1202,US,2016,b'General Assembly',2016
1202,AU,2003,b'TAFE NSW',2002
1203,US,Present,b'General Assembly',
1203,CA,Present,b'Humber College',
1203,US,2015,b'General Assembly',2015
1203,CA,2009,b'Canadian Marketing Association',2008
1203,CA,2007,b'Humber College',2006
1213,AU,Present,b'University of Tasmania',
1213,AU,Present,b'University of Tasmania',
1213,AU,Present,b'University of Tasmania',
1213,AU,Present,b'University of Tasmania',
1216,AU,Present,b'Melbourne Business School',
1216,US,Present,b'General Assembly',
1216,AU,Present,b'University of Melbourne - Melbourne Business School',2015
1216,US,Present,b'General Assembly',2016
1217,AU,Present,b'University of Melbourne',
1217,AU,Present,b'The University of Queensland',
1217,AU,1989,b'University of Melbourne',1986
1217,AU,2004,b'The University of Queensland',2000
1218,AU,Present,b'RMIT University',
1218,AU,1998,b'RMIT University',1997
1218,PK,1996,b'American Institute of Management Sciences (PAK-AIMS)',1993
1219,AU,Present,b'University of Newcastle',
1219,AU,Present,b'Henry Kendall High School',
1219,AU,2002,b'University of Newcastle',1998
1220,AU,Present,b'UNSW',
1220,AU,2006,b'Tafe',2006
1220,AU,2010,b'University of New South Wales',2007
1221,US,Present,b'General Assembly',
1221,US,2016,b'General Assembly',2016
1221,AU,2008,b'CATC Sydney',2007
1221,AU,2006,b'The Illawarra Grammar School',2001
1224,BR,Present,b'Centro Universit\xc3\x83\xc2\xa1rio de Bras\xc3\x83\xc2\xadlia',
1224,AU,2011,b'Australian Pacific College',2010
1224,BR,2007,b'Centro Universit\xc3\x83\xc2\xa1rio de Bras\xc3\x83\xc2\xadlia',2004
1225,US,Present,b'General Assembly',
1225,,2006,b'Sydney Graphics College (UNSW Accredited)',2004
1225,US,2015,b'General Assembly',2015
1225,AU,Present,b'Waverley College',
1226,IN,1997,"b'National Institute of Technology, Suratkal, Karnataka'",1995
1226,IN,1994,"b'National Institute of Engineering, Mysore, Karnataka'",1990
1227,AU,Present,b'Institute of Strategic Management',2014
1227,AU,Present,b'Killarney Heights High School',
1229,AU,Present,b'Flinders University',
1229,AU,Present,b'Flinders University',
1230,IN,Present,b'Acharya Nagarjuna University',
1230,IN,Present,b'University of Hyderabad',
1230,IN,1999,b'Acharya Nagarjuna University',1995
1230,IN,2001,b'University of Hyderabad',1999
1231,AU,Present,b'University of Sydney',
1231,AU,2009,b'University of Sydney',2007
1232,AU,Present,b'University of Sydney',
1232,CN,Present,b'Shandong University',
1232,AU,2010,b'University of Sydney',2009
1232,AU,2009,b'University of Sydney',2008
1232,CN,2006,b'Shandong University',2002
1234,AU,2012,b'Martin College Sydney',2011
1235,US,2010,b'Der Markt',2008
1236,NZ,Present,b'St Kentigerns College',
1237,US,1981,b'Williamstown High School',1976
1237,US,1981,b'Williamstown high school',1976
1238,NZ,Present,b'Auckland University of Technology',
1238,NZ,1991,b'Auckland University of Technology',1990
1238,NZ,Present,b'Westlake Boys High School',
1239,AU,Present,b'UNSW',
1239,AU,Present,b'TAFE NSW',
1239,AU,1985,b'UNSW',1985
1239,AU,Present,b'TAFE NSW',
1240,AU,1986,b'Bayswater Secondary College',1982
1241,AU,1994,"b'MSIT, Mt Gravatt Campus'",1990
1241,IE,Present,"b'St John of God, Artane, Dublin 5, Ireland'",
1243,AU,Present,b'The University of Queensland',
1243,AU,2011,b'The University of Queensland',2008
1243,AU,Present,b'Sydney Boys High School',
1244,AU,Present,b'University of Southern Queensland',
1244,,1985,"b'Kilmaire College, Hawthorn'",1982
1244,AU,2013,b'University of Southern Queensland',2012
1244,AU,2018,b'University of Southern Queensland',2012
1246,GB,Present,b'University of the West of England',
1246,GB,2011,b'University of the West of England',2008
1248,AU,1982,"b""St. Leonard's Primary School, Naremburn""",1980
1248,AU,1986,b'St Thomas Willoughby',1983
1248,AU,1992,b'Marist College North Shore',1987
1249,AU,Present,b'RMIT University',
1249,AU,2008,b'RMIT University',2006
1250,AU,Present,b'South Sydney High School ',
1251,AU,2000,b'Robina High School',1996
1252,GB,Present,b'London Metropolitan University',
1252,GB,2008,b'London Metropolitan University',2004
1252,,2003,"b'Kronoby Gymnasium, Upper Secondary School'",2000
1252,CA,2002,"b'Beechy High School, Saskatchewan, Canada'",2001
1253,AU,Present,b'University of Sydney',
1253,AU,2007,b'University of Sydney',2003
1256,AU,Present,b'Western Sydney University',
1256,AU,2007,"b""St Patrick's College, Strathfield""",2000
1256,AU,2011,b'University of Western Sydney',2007
1257,AU,2014,b'University of Wollongong',2010
1257,IR,2009,b'Isfahan University of Technology',2006
1257,IR,2006,b'Shahid Chamran University',2002
1259,AU,Present,b'St Leos College Wahroonga NSW',
1260,AU,Present,b'Monash University',
1260,AU,Present,b'La Trobe University',
1260,AU,1995,b'La Trobe University',1992
1260,AU,2001,b'Monash University',1996
1261,AU,Present,b'University of Canberra',
1261,AU,Present,b'Canberra Church of England Girls Grammar School',
