,cand_id,country,endMonth,endYear,name,startMonth,startYear
1,983.0,US,Present,Present,b'Northwestern University Pritzker School of Law',,
2,983.0,AU,Present,2009,"b""Lauriston Girls' School""",,1997.0
3,983.0,AU,Present,2013,b'Bond University',,2011.0
4,983.0,US,Present,2013,b'Northwestern University School of Law',,2012.0
0,984.0,AU,Present,Present,b'The University of Queensland',,
1,984.0,AU,Present,Present,b'The University of Queensland',,
0,985.0,NZ,Present,2007,b'AUT University',,2006.0
1,985.0,AU,Present,2010,b'CQ University',,2009.0
0,986.0,NZ,Present,Present,b'University of Canterbury',,
1,986.0,NZ,Present,2012,b'University of Canterbury',,2010.0
2,986.0,NZ,Present,2006,b'Christchurch Girls High School',,2002.0
3,986.0,NZ,Present,2009,b'University of Canterbury',,2007.0
0,988.0,AU,Present,Present,b'University of Canberra',,
1,988.0,AU,Present,Present,b'University of Canberra',,2003.0
2,988.0,MY,Present,Present,"b'Institute of Advertising Communication Training (IACT), Malaysia'",,
0,989.0,AU,Present,Present,b'Western Sydney University',,
1,989.0,AU,Present,2004,b'Real Estate Institute NSW',,2003.0
2,989.0,AU,Present,2000,b'University of Western Sydney',,1998.0
3,989.0,AU,Present,1996,b'Winmalee High School',,1990.0
0,990.0,AU,Present,Present,b'De La Salle College Ashfield',,
0,991.0,AU,Present,Present,b'Monash University',,
1,991.0,AU,Present,2003,b'Monash University',,2000.0
0,992.0,AU,Present,2003,"b""St Michael's Grammer School""",,2001.0
1,992.0,AU,Present,2005,"b""St Michael's Grammar School""",,2003.0
2,992.0,GB,Present,2008,b'The University of Glasgow',,2005.0
0,994.0,AU,Present,Present,b'Monash University',,
1,994.0,AU,Present,2010,b'Monash University',,2007.0
0,995.0,,Present,Present,b'Universidade Jorge Amado \xc3\xa2\xc2\x80\xc2\x93 Brazil',,2007.0
1,995.0,GB,Present,Present,b'Cambridge Certificate in Advanced English Exam (CAE)',,2013.0
2,995.0,BR,Present,Present,b'Cuca School for Creatives',,2009.0
0,996.0,AU,Present,Present,b'University of New England (AU)',,
1,996.0,AU,Present,Present,"b""Saint Clare's College""",,
2,996.0,AU,Present,2015,b'University of New England (AU)',,2010.0
0,997.0,GB,Present,Present,b'Oxford Brookes University',,
1,997.0,GB,Present,2008,b'Luton Sixth Form College',,2006.0
2,997.0,GB,Present,2011,b'Oxford Brookes University',,2008.0
0,998.0,GB,Present,Present,b'University of Leeds',,
1,998.0,GB,Present,2001,b'Ibstock Place School',,1988.0
2,998.0,GB,Present,2007,b'University of Leeds',,2004.0
3,998.0,GB,Present,2003,b'Latymer Upper School',,2001.0
0,999.0,AU,Present,Present,b'University of Technology Sydney',,
1,999.0,AU,Present,Present,b'UNSW',,
2,999.0,AU,Present,2006,b'Glenaeon Rudolf Steinor School',,1994.0
3,999.0,AU,Present,2016,"b'University of Technology, Sydney'",,2014.0
4,999.0,AU,Present,2012,b'UNSW Australia',,2009.0
0,1000.0,AU,Present,Present,b'University of South Australia',,
1,1000.0,US,Present,2003,b'Wilderness School',,1999.0
2,1000.0,AU,Present,2007,b'University of South Australia',,2005.0
0,1001.0,AU,Present,Present,b'University of Newcastle',,
1,1001.0,AU,Present,Present,b'TAFE NSW',,
2,1001.0,GB,Present,2003,"b""St Columba's High School""",,2002.0
3,1001.0,AU,Present,2009,b'University of Newcastle',,2007.0
4,1001.0,AU,Present,2006,b'TAFE',,2006.0
0,1003.0,AU,Present,Present,b'University of South Australia',,
1,1003.0,AU,Present,2006,b'Adelaide institute of Tafe',,
2,1003.0,AU,Present,2004,b'University of South Australia',,
3,1003.0,US,Present,2014,b'Academy of Makeup',,
0,1004.0,AU,Present,Present,b'Queensland College Of Art  Griffith University.',,
0,1005.0,AU,Present,2011,b'Granville College - TAFE NSW - South Western Sydney Institute',,2009.0
1,1005.0,US,Present,Present,b'Evans High School',,
0,1007.0,AU,Present,Present,b'University of Sydney',,
1,1007.0,AU,Present,2003,b'Coffs Harbour Senior College',,2002.0
2,1007.0,AU,Present,2007,b'University of Sydney',,2004.0
0,1008.0,GB,Present,Present,b'The University of Manchester',,
1,1008.0,GB,Present,2001,b'The University of Manchester',,1998.0
0,1009.0,,Present,Present,b'Bachelor of Science with Honours',,
0,1010.0,IN,Present,Present,b'AIM Education & Training',,
1,1010.0,AU,Present,Present,b'Macquarie University',,
2,1010.0,AU,Present,2008,b'UTS',,
3,1010.0,IN,Present,2012,b'AIM Education & Training',,
4,1010.0,AU,Present,1997,b'Macquarie University',,1995.0
0,1011.0,AU,Present,Present,b'University of Newcastle',,
1,1011.0,AU,Present,Present,b'University of Newcastle',,
0,1013.0,AU,Present,Present,b'Mosman High School',,
0,1014.0,AU,Present,Present,b'University of Sydney',,
1,1014.0,AU,Present,2006,b'University of Sydney',,2003.0
2,1014.0,GB,Present,Present,b'Trinity Catholic College',,
0,1016.0,FR,Present,Present,b'Aix-Marseille University',,
1,1016.0,US,Present,Present,b'General Assembly',,
2,1016.0,,Present,2008,b'Universit\xc3\x83\xc2\xa9 de la M\xc3\x83\xc2\xa9diterran\xc3\x83\xc2\xa9e (Aix-Marseille II)',,2007.0
3,1016.0,US,Present,2015,b'General Assembly',,2015.0
4,1016.0,,Present,2010,b'ISAFI School of International Business',,2008.0
0,1017.0,AU,Present,Present,b'Macquarie University',,
1,1017.0,AU,Present,Present,b'Charles Sturt University',,
2,1017.0,US,Present,Present,b'Metro Screen',,
3,1017.0,AU,Present,Present,b'Macquarie University',,
4,1017.0,AU,Present,Present,b'Charles Sturt University',,
0,1018.0,AU,Present,Present,b'University of Wollongong',,
1,1018.0,AU,Present,Present,b'University of Technology Sydney',,
2,1018.0,AU,Present,Present,b'University of Wollongong',,
3,1018.0,AU,Present,Present,"b'University of Technology, Sydney'",,
0,1019.0,NZ,Present,Present,b'Auckland University of Technology',,
1,1019.0,NZ,Present,2008,b'Auckland University of Technology',,2005.0
0,1020.0,GB,Present,Present,b'Hopwood Hall College',,
1,1020.0,GB,Present,Present,b'Bolton Institute of Art and Design',,
2,1020.0,IE,Present,2013,b'Fitswilliam Institute',,2013.0
0,1021.0,AU,Present,Present,b'University of Sydney',,
1,1021.0,AU,Present,2010,b'University of Sydney',,2007.0
0,1022.0,AU,Present,Present,b'Marcellin College',,
0,1024.0,AU,Present,Present,b'RMIT University',,
1,1024.0,AU,Present,2007,b'Lowther Hall Anglican Grammer school',,1995.0
2,1024.0,AU,Present,Present,b'RMIT University',,
3,1024.0,AU,Present,2015,b'Whitehouse Institute of Design',,2012.0
0,1025.0,NZ,Present,Present,b'Victoria University of Wellington',,
1,1025.0,NZ,Present,2008,b'Wairarapa College',,2004.0
2,1025.0,NZ,Present,2012,b'Victoria University of Wellington',,2009.0
0,1026.0,AU,Present,Present,b'Swinburne University of Technology',,
1,1026.0,AU,Present,Present,b'Yarra Valley Grammar School',,
2,1026.0,AU,Present,2012,b'Swinburne University of Technology',,2008.0
0,1027.0,AU,Present,Present,b'TAFE NSW',,
1,1027.0,AU,Present,2004,b'Cherrybrook Technology High School',,1998.0
2,1027.0,AU,Present,2012,b'TAFE',,2012.0
0,1028.0,AU,Present,Present,b'Charles Sturt University',,
1,1028.0,AU,Present,2007,b'Charles Sturt University',,2005.0
0,1029.0,CA,Present,Present,b'York University',,
1,1029.0,CA,Present,Present,b'Seneca College',,
2,1029.0,CA,Present,Present,b'Humber College',,
3,1029.0,CA,Present,2007,b'York University',,2003.0
4,1029.0,CA,Present,2011,b'Humber College',,2009.0
5,1029.0,CA,Present,2007,b'Seneca College',,2006.0
0,1030.0,CO,Present,Present,b'Polit\xc3\x83\xc2\xa9cnico Grancolombiano',,
1,1030.0,CO,Present,2005,b'Polit\xc3\x83\xc2\xa9cnico Grancolombiano',,2000.0
0,1031.0,AU,Present,Present,b'Macquarie University',,
1,1031.0,AU,Present,2013,b'Macquarie University',,2010.0
2,1031.0,AU,Present,2008,b'Turramurra High School',,2003.0
0,1032.0,FR,Present,Present,b'EM Strasbourg Business School',,
1,1032.0,AU,Present,Present,"b'Macquarie University, Sydney'",,
0,1033.0,AU,Present,Present,b'Western Sydney University',,
1,1033.0,AU,Present,2004,b'University of Western Sydney',,2001.0
0,1034.0,AU,Present,Present,b'Western Sydney University',,
1,1034.0,AU,Present,2008,b'Western Sydney University',,2005.0
2,1034.0,AU,Present,Present,b'The Laugh Garage',,
0,1035.0,US,Present,Present,b'SAB Law',,
1,1035.0,AU,Present,Present,b'North Sydney Girls High',,
0,1036.0,GB,Present,Present,b'Northumbria University',,
1,1036.0,AU,Present,Present,b'RMIT University',,
2,1036.0,GB,Present,2010,b'Northumbria University',,2010.0
3,1036.0,AU,Present,2011,b'RMIT University',,2009.0
0,1037.0,AU,Present,Present,b'Trinity Grammar',,
0,1038.0,GB,Present,2001,b'St Bedes College',,1996.0
0,1039.0,GB,Present,2001,b'Imberhorne',,1997.0
1,1039.0,GB,Present,2005,b'Haywards Heath College',,2003.0
0,1040.0,AU,Present,Present,b'Western Sydney University',,
1,1040.0,AU,Present,2012,b'University of Western Sydney',,2009.0
0,1041.0,AU,Present,Present,b'University of Wollongong',,
1,1041.0,AU,Present,2008,b'University of Wollongong',,2005.0
2,1041.0,AU,Present,Present,b'The Illawarra Grammar School',,
0,1042.0,PH,Present,Present,"b'New Era University, Quezon City'",,
1,1042.0,PH,Present,Present,b'Colegio de San Juan de Letran',,
2,1042.0,PH,Present,1996,"b'New Era University, Quezon City'",,1992.0
3,1042.0,US,Present,1992,b'Saint Benedict Academy',,1986.0
4,1042.0,PH,Present,2000,b'Colegio de San Juan de Letran',,1996.0
0,1043.0,AU,Present,Present,b'Bond University',,
1,1043.0,AU,Present,Present,b'Bond University',,
0,1044.0,AU,Present,1991,b'Macleay College',,1991.0
1,1044.0,AU,Present,1990,b'Pymble Ladies College',,1980.0
0,1045.0,AU,Present,Present,b'University of Sydney',,
1,1045.0,ES,Present,Present,b'Universidad Carlos III de Madrid',,
2,1045.0,AU,Present,Present,b'UNSW',,
3,1045.0,ES,Present,2013,b'Universidad Carlos III de Madrid',,2012.0
4,1045.0,AU,Present,2016,b'University of Sydney',,2016.0
5,1045.0,AU,Present,2014,b'University of New South Wales',,2009.0
0,1046.0,AU,Present,Present,b'La Trobe University',,
1,1046.0,AU,Present,Present,b'The Scots College',,
2,1046.0,AU,Present,2012,b'La Trobe University',,
0,1047.0,AU,Present,Present,b'University of Sydney',,
1,1047.0,AU,Present,Present,b'University of Sydney',,
0,1049.0,CA,Present,Present,b'University of Ottawa',,
1,1049.0,FR,Present,Present,b'NEOMA Business School',,
2,1049.0,CA,Present,2010,b'University of Ottawa',,2010.0
3,1049.0,FR,Present,2010,b'NEOMA Business School',,2007.0
0,1051.0,AU,Present,2011,b'University of Wollongong',,2006.0
1,1051.0,AU,Present,2011,b'University of Wollongong',,2006.0
0,1053.0,AU,Present,Present,b'Swinburne University of Technology',,
1,1053.0,AU,Present,Present,b'Swinburne University of Technology',,
0,1056.0,GB,Present,Present,b'Falmouth University',,
1,1056.0,GB,Present,2011,b'University College Falmouth',,2008.0
0,1057.0,AU,Present,Present,b'Western Sydney University',,
1,1057.0,AU,Present,2011,b'University of Western Sydney',,2008.0
2,1057.0,AU,Present,Present,b'Santa Sabina College',,
0,1059.0,AU,Present,2012,b'University of Wollongong',,2009.0
0,1060.0,AU,Present,2012,b'Barker College',,
0,1061.0,AU,Present,Present,b'Macleay College',,
1,1061.0,AU,Present,Present,b'Southern Cross University',,
2,1061.0,AU,Present,2010,b'Macleay College',,2009.0
3,1061.0,AU,Present,2011,b'Southern Cross University',,2009.0
0,1062.0,AU,Present,Present,b'University of Sydney',,
1,1062.0,AU,Present,Present,b'UNSW',,
2,1062.0,AU,Present,2005,b'UNSW',,2005.0
3,1062.0,AU,Present,2004,b'University of Sydney',,2004.0
4,1062.0,AU,Present,2004,b'University of New South Wales',,2001.0
0,1063.0,AU,Present,Present,b'University of Melbourne',,
1,1063.0,AU,Present,2009,b'University of Melbourne',,2004.0
0,1064.0,US,Present,Present,b'University of Washington',,
1,1064.0,AU,Present,Present,b'The Australian National University',,
2,1064.0,US,Present,2009,b'University of Washington',,2009.0
3,1064.0,AU,Present,2010,b'The Australian National University',,2007.0
0,1065.0,AU,Present,Present,b'Box Hill Institute',,
1,1065.0,AU,Present,Present,b'Swinburne University of Technology',,
2,1065.0,AU,Present,2012,b'Real Estate Institute of Victoria',,2012.0
3,1065.0,AU,Present,2012,b'Swinburne University of Technology',,2009.0
4,1065.0,AU,Present,2012,b'Box Hill Institute',,2012.0
0,1066.0,AU,Present,2009,b'Fort Street High School',,2004.0
1,1066.0,AU,Present,2013,b'University of New South Wales',,2010.0
0,1067.0,AU,Present,Present,b'Macleay College',,
0,1068.0,AU,Present,Present,b'The University of Notre Dame Australia',,
1,1068.0,AU,Present,Present,b'University of Notre Dame Australia',,
2,1068.0,AU,Present,Present,b'Sydney Conservatorium Music',,
3,1068.0,AU,Present,Present,b'WAAPA',,
0,1069.0,NZ,Present,Present,b'Otago Polytechnic',,
1,1069.0,NZ,Present,2010,b'Otago Polytechnic',,2008.0
2,1069.0,NZ,Present,Present,b'Rotorua Boys High School',,
0,1070.0,AU,Present,Present,b'Federation University Australia',,
1,1070.0,AU,Present,2007,b'University of Ballarat',,2003.0
0,1071.0,AU,Present,2010,b'University of Southern Queensland',,2006.0
0,1073.0,GB,Present,1996,b'Headlands school',,1990.0
0,1074.0,GB,Present,Present,b'Oathall Community College',,
0,1075.0,AU,Present,Present,b'St. Spyridon College',,
0,1076.0,AU,Present,Present,b'TAFE NSW',,
1,1076.0,AU,Present,2000,b'TAFE NSW',,1998.0
0,1077.0,AU,Present,Present,b'TAFE NSW',,
1,1077.0,AU,Present,2004,b'TAFE NSW',,2002.0
0,1078.0,AU,Present,Present,b'University of Canberra',,
1,1078.0,AU,Present,2008,b'University of Canberra',,2005.0
2,1078.0,AU,Present,2008,b'University of Canberra',,2005.0
0,1079.0,AU,Present,Present,b'University of Wollongong',,
1,1079.0,AU,Present,2007,b'University of Wollongong',,
2,1079.0,,Present,2003,b'Komae High School (Japanese Exchange Program)',,2003.0
0,1080.0,AU,Present,Present,b'Macquarie University',,
1,1080.0,AU,Present,2012,b'Macquarie University',,2010.0
2,1080.0,AU,Present,2009,b'Cherrybrook Technology High School',,2004.0
0,1081.0,AU,Present,Present,b'TAFE NSW Northern Sydney',,
1,1081.0,US,Present,2003,b'Christian Brothers High Scool',,1996.0
2,1081.0,AU,Present,2006,b'The Northern Sydney Institute - TAFE NSW',,2005.0
0,1082.0,BR,Present,Present,b'FGV - Funda\xc3\x83\xc2\xa7\xc3\x83\xc2\xa3o Getulio Vargas',,
1,1082.0,BR,Present,Present,b'Pontif\xc3\x83\xc2\xadcia Universidade Cat\xc3\x83\xc2\xb3lica do Rio de Janeiro',,
2,1082.0,BR,Present,2011,b'Pontif\xc3\x83\xc2\xadcia Universidade Cat\xc3\x83\xc2\xb3lica do Rio de Janeiro',,2007.0
3,1082.0,BR,Present,2015,b'Funda\xc3\x83\xc2\xa7\xc3\x83\xc2\xa3o Getulio Vargas',,2014.0
4,1082.0,AU,Present,2016,b'MnM Institute (Sydney)',,2015.0
0,1083.0,AU,Present,Present,b'UNSW',,
1,1083.0,US,Present,2014,b'General Assembley',,2014.0
2,1083.0,AU,Present,2005,b'University of New South Wales',,2002.0
3,1083.0,US,Present,2010,b'Shillington College',,2010.0
0,1084.0,AU,Present,2004,b'Enmore Design Centre',,2002.0
0,1085.0,AU,Present,2010,b'North Sydney Institute of Tafe                                               North Sydney Institute of Tafe',,2008.0
1,1085.0,AU,Present,2010,b'Hornsby Tafe',,2008.0
2,1085.0,AU,Present,2010,b'Hornsby Tafe',,2010.0
0,1086.0,SG,Present,2007,b'KvB Raffles Institute of Design',,2004.0
0,1087.0,AU,Present,Present,b'Tractor Design School',,
1,1087.0,AU,Present,2016,b'Tractor Design School',,2016.0
2,1087.0,,Present,Present,b'Raffles College of Design and Commerce (formerly KvB Institute of Technology)',,
0,1088.0,GB,Present,Present,b'The University of Manchester',,
1,1088.0,US,Present,2011,b'Manchester University',,2009.0
2,1088.0,GB,Present,2005,b'Macclesfield College of Arts',,2003.0
0,1089.0,AU,Present,Present,b'Academy Xi',,
1,1089.0,AU,Present,2016,b'Academy Xi',,2016.0
2,1089.0,US,Present,2015,b'The School',,2015.0
3,1089.0,US,Present,2013,b'AWARD School',,2013.0
0,1091.0,AU,Present,Present,b'Swinburne University of Technology',,
1,1091.0,AU,Present,1991,b'Swinburne University of Technology',,1989.0
0,1092.0,AU,Present,Present,b'The Australian National University',,
1,1092.0,AU,Present,2005,b'The Australian National University',,2003.0
2,1092.0,AU,Present,Present,b'Daramallan College',,
0,1093.0,AU,Present,Present,b'University of Technology Sydney',,
1,1093.0,AU,Present,2009,b'Australian Film Television & Radio School',,2009.0
2,1093.0,AU,Present,2004,"b'University of Technology, Sydney'",,2000.0
0,1094.0,AU,Present,Present,b'University of Technology Sydney',,
1,1094.0,AU,Present,2008,"b'University of Technology, Sydney'",,2005.0
0,1095.0,FR,Present,Present,"b""LISAA - L'Institut Sup\xc3\x83\xc2\xa9rieur des Arts Appliqu\xc3\x83\xc2\xa9s.""",,
1,1095.0,FR,Present,Present,"b""L'Ecole de design Nantes Atlantique""",,
2,1095.0,FR,Present,2010,"b""L'Ecole de design Nantes Atlantique""",,2009.0
3,1095.0,FR,Present,2008,"b""LISAA - L'Institut Sup\xc3\x83\xc2\xa9rieur des Arts Appliqu\xc3\x83\xc2\xa9s.""",,2005.0
0,1096.0,AU,Present,Present,b'Western Sydney University',,
1,1096.0,AU,Present,2013,b'University of Western Sydney',,2010.0
2,1096.0,AU,Present,2009,b'St Marys Senior High School',,2008.0
0,1097.0,AU,Present,Present,b'RMIT University',,
1,1097.0,AU,Present,Present,b'Swinburne University of Technology',,
2,1097.0,AU,Present,2004,b'RMIT University',,2001.0
3,1097.0,AU,Present,2006,b'Swinburne University of Technology',,2005.0
0,1098.0,AU,Present,2010,b'Curtin University',,2007.0
0,1099.0,AU,Present,2012,b'Design Centre Enmore',,2010.0
1,1099.0,AU,Present,2009,b'Ultimo TAFE',,2009.0
0,1100.0,ZA,Present,2002,b'Maritzburg College',,1998.0
1,1100.0,IT,Present,Present,b'None',,
0,1101.0,US,Present,2009,b'American Business School',,2005.0
0,1102.0,FR,Present,Present,b'IPAG Business School',,
1,1102.0,FR,Present,2004,b'IPAG',,2000.0
2,1102.0,FR,Present,2000,b'Lyc\xc3\x83\xc2\xa9e Le Corbusier',,1997.0
0,1103.0,IN,Present,Present,b'University of Mumbai',,
1,1103.0,AE,Present,2010,b'Alliance Fran\xc3\x83\xc2\xa7aise de Dubai',,2010.0
2,1103.0,IN,Present,2004,b'University of Mumbai',,2000.0
3,1103.0,IN,Present,2000,"b'G. N. Khalsa College of Science, Commerce and Arts'",,1998.0
0,1104.0,AU,Present,Present,b'University of Technology Sydney',,
1,1104.0,AU,Present,2009,b'University of Technology Sydney',,2007.0
0,1105.0,AU,Present,Present,b'Victoria University',,
1,1105.0,AU,Present,2008,b'Mary MacKillop CRC',,2003.0
2,1105.0,AU,Present,2013,b'Victoria University',,2010.0
0,1107.0,AU,Present,1998,b'Chisholm Institute of TAFE',,1997.0
0,1108.0,AU,Present,Present,b'RMIT University',,
1,1108.0,AU,Present,Present,b'Kilvington Grammar School',,
2,1108.0,AU,Present,2011,b'RMIT University',,2009.0
0,1109.0,AU,Present,Present,b'Western Sydney University',,
1,1109.0,AU,Present,2010,b'University of Western Sydney',,2008.0
0,1111.0,AU,Present,2006,b'Ryde Secondary College',,2004.0
1,1111.0,AU,Present,2019,b'Macquarie Mandarin',,2017.0
0,1112.0,AU,Present,Present,b'University of Technology Sydney',,
1,1112.0,AU,Present,2013,"b'University of Technology, Sydney'",,2009.0
0,1113.0,UA,Present,Present,b'Kiev',,
0,1115.0,AU,Present,Present,b'University of Southern Queensland',,
1,1115.0,AU,Present,Present,b'Australian Institute of Company Directors',,
2,1115.0,US,Present,Present,b'General Assembly',,
3,1115.0,AU,Present,2016,b'Australian Institute of Company Directors',,2016.0
4,1115.0,US,Present,2016,b'General Assembly',,2016.0
5,1115.0,AU,Present,Present,b'University of Southern Queensland',,
0,1116.0,AU,Present,2005,b'Gymea High School',,2000.0
0,1117.0,FI,Present,2001,b'Mikkeli Vocational School Of Business',,1998.0
1,1117.0,AU,Present,Present,b'Bridge Buisness College',,
2,1117.0,FI,Present,Present,b'Tanhuvaara Sports Institute',,
0,1118.0,AU,Present,Present,b'Galston High School',,
0,1121.0,AU,Present,2006,b'Whitehouse Institute of Design',,2005.0
1,1121.0,AU,Present,2002,"b'St Patricks College, Campbelltown'",,1997.0
0,1124.0,AU,Present,2010,b'RMIT',,2008.0
0,1125.0,AU,Present,2014,b'Australian Pacific College',,2013.0
1,1125.0,AU,Present,2016,b'Australian Pacific College',,2015.0
2,1125.0,AU,Present,2015,b'Australian Pacifique College',,2015.0
0,1126.0,AU,Present,Present,b'UNSW',,
1,1126.0,US,Present,2013,b'General Assembly',,2013.0
2,1126.0,AU,Present,2009,b'University of New South Wales',,2006.0
0,1127.0,AU,Present,Present,b'University of Newcastle',,
1,1127.0,AU,Present,Present,b'Charles Sturt University',,
2,1127.0,AU,Present,2007,b'University of Newcastle',,2002.0
3,1127.0,AU,Present,2015,b'Charles Sturt University',,2007.0
0,1128.0,AU,Present,Present,b'Ryde TAFE',,
1,1128.0,AU,Present,Present,b'Meadowbank TAFE',,
0,1129.0,AU,Present,Present,b'Western Sydney University',,
1,1129.0,AU,Present,2008,b'University of Western Sydney',,2007.0
2,1129.0,AU,Present,2012,b'HBA Consulting',,2012.0
3,1129.0,US,Present,2011,b'Kaplan Professional',,2011.0
0,1130.0,AU,Present,Present,b'University of Technology Sydney',,
1,1130.0,AU,Present,2012,"b'University of Technology, Sydney'",,2010.0
2,1130.0,AU,Present,2009,b'Cecil Hills High School',,2004.0
0,1132.0,AU,Present,Present,b'The University of Notre Dame Australia',,
1,1132.0,AU,Present,2010,b'University of Notre Dame Australia',,2008.0
2,1132.0,IN,Present,2006,b'Stella Maris College',,2001.0
0,1134.0,AU,Present,2014,b'Granville tafe',,2012.0
0,1135.0,GB,Present,Present,b'University of the West of England',,
1,1135.0,FR,Present,Present,b'HEC Paris',,
2,1135.0,GB,Present,1997,b'University of the West of England',,1994.0
3,1135.0,GB,Present,1994,b'Merchiston Castle School',,1987.0
4,1135.0,FR,Present,2014,b'HEC Paris',,2014.0
0,1136.0,US,Present,1997,b'Mechanical Engineering',,1993.0
0,1137.0,AU,Present,Present,b'RMIT University',,
1,1137.0,AU,Present,1988,b'RMIT University',,1984.0
0,1138.0,AU,Present,Present,b'TAFE NSW',,
1,1138.0,AU,Present,2011,b'Ultimo TAFE',,2011.0
2,1138.0,AU,Present,2000,b'TAFE NSW',,2000.0
3,1138.0,AU,Present,2012,b'Ultimo TAFE',,2012.0
0,1144.0,US,Present,Present,b'Texas State University',,
1,1144.0,US,Present,Present,b'Vanderbilt University',,
2,1144.0,US,5,1997,b'Vanderbilt University',8.0,1995.0
3,1144.0,US,Present,1993,b'Texas State University',,1991.0
0,1145.0,AU,Present,Present,b'University of Sydney',,
1,1145.0,CA,Present,2010,b'Social Media Academy',,2010.0
2,1145.0,US,Present,1990,b'APICS',,1987.0
3,1145.0,AU,Present,1976,b'University of Sydney',,1973.0
0,1152.0,GB,Present,Present,b'Nottingham Trent University',,
1,1152.0,GB,Present,Present,b'Norwich School',,
2,1152.0,GB,Present,2004,b'Nottingham Trent University',,2000.0
0,1153.0,AU,Present,Present,b'SWANSON STREET PRIMARY SCHOOL. GEELONG',,
1,1153.0,,Present,Present,b'JAMES HARRISON COLLEGE. GEELONG',,
0,1154.0,AU,Present,Present,b'Australian Graduate School of Management',,
1,1154.0,AU,Present,2008,b'Australian Graduate School of Management',,2005.0
0,1155.0,AU,Present,Present,b'AICD',,
0,1158.0,AU,Present,Present,b'UNSW',,
1,1158.0,AU,Present,1985,b'UNSW',,1983.0
2,1158.0,AU,Present,1981,b'Sydney Church of England Grammar School',,1972.0
0,1159.0,AU,Present,Present,b'University of South Australia',,
1,1159.0,AU,Present,1993,b'University of South Australia',,1990.0
0,1160.0,AU,Present,Present,b'University of Newcastle',,
1,1160.0,AU,Present,Present,b'University of Newcastle',,
0,1161.0,AU,Present,Present,b'CQUniversity',,
1,1161.0,AU,Present,Present,b'Central Queensland University',,
0,1162.0,AU,Present,1999,b'University of Western Sydney - Nepean',,1996.0
0,1164.0,AU,Present,Present,b'UNSW',,
1,1164.0,AU,Present,Present,b'Curtin University',,
2,1164.0,AU,Present,1992,b'University of New South Wales',,1990.0
3,1164.0,AU,Present,1999,b'North Sydney TAFE',,1997.0
4,1164.0,AU,Present,2012,b'Curtin University of Technology',,2011.0
0,1165.0,AU,Present,Present,b'QUT (Queensland University of Technology)',,
1,1165.0,AU,Present,2004,b'QUT',,2000.0
0,1166.0,AU,Present,Present,b'Swinburne University of Technology',,
1,1166.0,AU,Present,2005,b'Swinburne University of Technology',,2002.0
0,1168.0,AU,Present,2004,b'Central Queensland University',,2001.0
1,1168.0,AU,Present,2007,"b'University of Technology, Sydney'",,2005.0
2,1168.0,US,Present,2015,b'General Assembly',,2014.0
0,1169.0,US,Present,1996,b'Cooper School',,1991.0
1,1169.0,GB,Present,1999,b'North Oxfordshire School of Art',,1996.0
0,1170.0,BR,Present,2005,b'UniCeub',,2003.0
1,1170.0,AU,Present,2012,b'Billy Blue College of Design',,2009.0
