,cand_id,country,endMonth,endYear,name,startMonth,startYear
2,46.0,US,Present,2005,University of Missouri-Columbia,,2000.0
3,46.0,US,Present,2013,University of Washington,,2013.0
0,48.0,US,Present,Present,Illinois Institute of Technology,,
1,48.0,CN,Present,Present,Xidian University,,
2,48.0,CN,Present,2011,Xidian University,,2007.0
3,48.0,US,Present,2014,Illinois Institute of Technology,,2013.0
0,49.0,MX,Present,Present,TecnolÃ³gico de Monterrey,,
1,49.0,MX,Present,2002,Instituto TecnolÃ³gico y de Estudios Superiores de Monterrey / ITESM,,1998.0
0,50.0,GB,Present,Present,University of East London,,
1,50.0,GB,Present,Present,The University of Huddersfield,,
2,50.0,GB,Present,2011,University of East London,,2009.0
3,50.0,GB,Present,2008,The University of Huddersfield,,2005.0
0,51.0,AU,Present,Present,University of Technology Sydney,,
1,51.0,AU,Present,2009,"University of Technology, Sydney",,2007.0
2,51.0,AU,Present,2010,FBI Fashion College,,2010.0
0,52.0,US,Present,Present,Sacred Heart University,,
1,52.0,US,Present,2003,Sacred Heart University,,2000.0
0,54.0,,Present,Present,National University of Singapore,,
1,54.0,SG,Present,Present,Raffles Institution,,
2,54.0,SG,Present,Present,Raffles Junior College,,
3,54.0,,Present,2006,National University of Singapore,,2002.0
0,55.0,BR,Present,Present,Universidade Federal de UberlÃ¢ndia - UFU,,
1,55.0,BR,Present,2008,Universidade Federal de UberlÃ¢ndia - UFU,,2004.0
0,56.0,US,Present,Present,Swarthmore College,,
1,56.0,US,Present,2004,Swarthmore College,,2000.0
2,56.0,US,Present,2000,Santa Catalina School,,1996.0
0,58.0,,Present,Present,Moscow International University of Business and Information Technology,,
1,58.0,,Present,2002,Moscow International University of Business and Information Technology,,2001.0
0,59.0,US,Present,Present,North Carolina State University - College of Management,,
1,59.0,US,Present,Present,Wayne Community College,,
2,59.0,US,Present,1993,North Carolina State University - College of Management,,1990.0
3,59.0,US,Present,1990,Wayne Community College,,1988.0
0,60.0,US,Present,Present,Milwaukee School of Engineering,,
1,60.0,US,Present,2012,Milwaukee School of Engineering,,2008.0
0,61.0,US,Present,Present,National University,,
1,61.0,CN,Present,Present,University of Science and Technology of China,,
2,61.0,US,Present,2013,National University,,2011.0
3,61.0,CN,Present,1998,University of Science and Technology of China,,1993.0
0,62.0,US,Present,Present,Stanford University Graduate School of Business,,
1,62.0,US,Present,Present,University of Pennsylvania,,
2,62.0,GB,Present,Present,University of Cambridge,,
3,62.0,GB,Present,Present,Cambridge University,,
4,62.0,US,Present,2004,Stanford University Graduate School of Business,,2002.0
5,62.0,US,Present,1997,University of Pennsylvania,,1995.0
0,63.0,US,Present,Present,De Anza College,,
1,63.0,US,Present,2000,De Anza College,,1997.0
0,64.0,,Present,Present,IAE FRANCE - Ãcoles Universitaires de Management,,
1,64.0,FR,Present,1994,LycÃ©e Angellier,,1992.0
2,64.0,FR,Present,1996,LycÃ©e Angellier,,1994.0
3,64.0,,Present,1998,IAE FRANCE - Ãcoles Universitaires de Management,,1996.0
0,65.0,FR,Present,2005,"University of Luminy, Marseille",,2002.0
0,66.0,GB,Present,Present,University of Bedfordshire,,
1,66.0,US,Present,Present,Wichita State University,,
2,66.0,US,Present,2013,Wichita State University,,2012.0
3,66.0,GB,Present,2011,University of Bedfordshire,,2010.0
0,67.0,US,Present,Present,"California State University, Northridge",,
1,67.0,US,Present,Present,Nielson Norman Group,,
2,67.0,US,Present,Present,California State University-Northridge,,
0,68.0,US,Present,Present,University of Central Florida,,
1,68.0,US,Present,2005,University of Central Florida,,2000.0
2,68.0,US,Present,2004,University of Central Florida,,1999.0
0,69.0,IN,Present,Present,University of Mumbai,,
1,69.0,US,Present,Present,University of Central Florida,,
2,69.0,US,Present,Present,The University of Chicago Booth School of Business,,
3,69.0,US,12,1995,University of Central Florida,9.0,1993.0
4,69.0,US,Present,2001,The University of Chicago Booth School of Business,,1999.0
5,69.0,IN,4,1992,University of Bombay,7.0,1988.0
0,70.0,CH,Present,1998,AGS Basel,,1994.0
0,71.0,IE,Present,Present,Dublin City University,,
1,71.0,IE,Present,1985,Blackrock College,,1974.0
2,71.0,IE,Present,1988,Dublin City University,,1985.0
